numero_ata;numero_item;codigo_unidade;nome_unidade;tipo_participacao;qtd_reservada;saldo_remanejamento;qtd_empenhada;saldo_empenho;data_atualizacao_saldo
00043/2024;00149;158450;INST. FED. DO MS/CAMPUS CORUMBA;PARTICIPANTE;754.0;0.0;754.0;0.0;2025-11-20T04:41:00
00043/2024;00150;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00150;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;450.0;449.0;1.0;449.0;2025-06-19T10:43:37
00043/2024;00151;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00151;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;300.0;200.0;100.0;200.0;2025-06-19T10:43:38
00043/2024;00152;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00152;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;360.0;240.0;120.0;240.0;2025-06-19T10:43:38
00043/2024;00153;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00153;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;720.0;480.0;240.0;480.0;2025-06-19T10:43:38
00043/2024;00156;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00156;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;450.0;300.0;150.0;300.0;2025-06-19T10:43:39
00043/2024;00157;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00157;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;650.0;433.0;217.0;433.0;2025-06-19T10:43:39
00043/2024;00158;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00158;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;120.0;119.0;1.0;119.0;2025-06-19T10:43:39
00043/2024;00159;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00159;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;288.0;144.0;144.0;144.0;2025-06-19T10:43:40
00043/2024;00160;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00160;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;288.0;287.0;1.0;287.0;2025-06-19T10:43:40
00043/2024;00161;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00161;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;576.0;384.0;192.0;384.0;2025-06-19T10:43:40
00043/2024;00162;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00162;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;192.0;32.0;160.0;32.0;2025-06-19T10:43:40
00043/2024;00163;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00163;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;192.0;128.0;64.0;128.0;2025-06-19T10:43:41
00043/2024;00164;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00164;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;451.0;301.0;150.0;301.0;2025-06-19T10:43:41
00043/2024;00165;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00165;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;192.0;128.0;64.0;128.0;2025-06-19T10:43:41
00043/2024;00166;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00166;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;458.0;305.0;153.0;305.0;2025-06-19T10:43:41
00043/2024;00167;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00167;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;120.0;119.0;1.0;119.0;2025-06-19T10:43:42
00043/2024;00170;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00170;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;120.0;119.0;1.0;119.0;2025-06-19T10:43:42
00043/2024;00171;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00171;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;650.0;325.0;325.0;325.0;2025-06-19T10:43:43
00043/2024;00172;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00172;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;250.0;249.0;1.0;249.0;2025-06-19T10:43:43
00043/2024;00173;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00173;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;41.0;20.0;21.0;20.0;2025-06-19T10:43:43
00043/2024;00174;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00174;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;24.0;12.0;12.0;12.0;2025-06-19T10:43:43
00043/2024;00176;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00176;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;82.0;55.0;27.0;55.0;2025-06-19T10:43:44
00043/2024;00177;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00177;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;720.0;719.0;1.0;719.0;2025-06-19T10:43:44
00043/2024;00179;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00179;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;192.0;128.0;64.0;128.0;2025-06-19T10:43:44
00043/2024;00180;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00180;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;450.0;449.0;1.0;449.0;2025-06-19T10:43:44
00043/2024;00181;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00181;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;629.0;419.0;210.0;419.0;2025-06-19T10:43:45
00043/2024;00182;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00182;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;360.0;359.0;1.0;359.0;2025-06-19T10:43:45
00043/2024;00183;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;350.0;350.0;;;
00043/2024;00183;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00184;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;200.0;200.0;;;
00043/2024;00184;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00185;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;200.0;200.0;;;
00043/2024;00185;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00186;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;100.0;100.0;;;
00043/2024;00186;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00187;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;200.0;200.0;;;
00043/2024;00187;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00189;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;87.0;87.0;;;
00043/2024;00189;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00190;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;346.0;346.0;;;
00043/2024;00190;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00191;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;100.0;100.0;;;
00043/2024;00191;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00192;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;231.0;231.0;;;
00043/2024;00192;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00193;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;315.0;315.0;;;
00043/2024;00193;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00194;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;120.0;120.0;;;
00043/2024;00194;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00195;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;80.0;80.0;;;
00043/2024;00195;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00196;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;231.0;231.0;;;
00043/2024;00196;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00197;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;300.0;300.0;;;
00043/2024;00197;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00198;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;144.0;144.0;;;
00043/2024;00198;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00200;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;142.0;142.0;;;
00043/2024;00200;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00201;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;150.0;150.0;;;
00043/2024;00201;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00202;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;144.0;144.0;;;
00043/2024;00202;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00203;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;550.0;550.0;;;
00043/2024;00203;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00205;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;500.0;500.0;;;
00043/2024;00205;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00206;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;115.0;115.0;;;
00043/2024;00206;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00207;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;100.0;100.0;;;
00043/2024;00207;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00210;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;479.0;479.0;;;
00043/2024;00210;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00211;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;100.0;100.0;;;
00043/2024;00211;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00212;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;300.0;300.0;;;
00043/2024;00212;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00213;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;231.0;231.0;;;
00043/2024;00213;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00214;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;450.0;450.0;;;
00043/2024;00214;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00215;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;400.0;400.0;;;
00043/2024;00215;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00216;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;200.0;200.0;;;
00043/2024;00216;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00217;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;462.0;462.0;;;
00043/2024;00217;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00218;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00218;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;88.0;88.0;;;
00043/2024;00219;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00219;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;200.0;200.0;;;
00043/2024;00220;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00220;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;1008.0;1008.0;;;
00043/2024;00222;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00222;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;168.0;168.0;;;
00043/2024;00223;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00223;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;840.0;840.0;;;
00043/2024;00226;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00226;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;200.0;200.0;;;
00043/2024;00227;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00227;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;300.0;300.0;;;
00043/2024;00228;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00228;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;252.0;252.0;;;
00043/2024;00229;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00229;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;336.0;336.0;;;
00043/2024;00230;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00230;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;252.0;252.0;;;
00043/2024;00231;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00231;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;336.0;336.0;;;
00043/2024;00233;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00233;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;308.0;308.0;;;
00043/2024;00234;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00234;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;224.0;224.0;;;
00043/2024;00235;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00235;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;448.0;448.0;;;
00043/2024;00237;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00237;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;224.0;224.0;;;
00043/2024;00238;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00238;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;644.0;644.0;;;
00043/2024;00239;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00239;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;280.0;280.0;;;
00043/2024;00243;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00243;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;20.0;20.0;;;
00043/2024;00244;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00244;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;200.0;200.0;;;
00043/2024;00245;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00245;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;280.0;280.0;;;
00043/2024;00246;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00246;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;300.0;300.0;;;
00043/2024;00247;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00247;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;448.0;448.0;;;
00043/2024;00248;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00248;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;200.0;0.0;200.0;0.0;2025-11-20T04:41:00
00043/2024;00249;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00249;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;300.0;300.0;;;
00043/2024;00250;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00250;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;168.0;168.0;;;
00043/2024;00251;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00251;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;200.0;200.0;;;
00043/2024;00252;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00252;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;28.0;0.0;28.0;0.0;2025-11-20T04:41:00
00043/2024;00254;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00254;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;300.0;300.0;;;
00043/2024;00255;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00255;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;200.0;200.0;;;
00043/2024;00258;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00258;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;22400.0;16127.50128;6272.49872;16127.50128;2025-11-20T04:41:00
00043/2024;00260;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00260;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;84.0;84.0;;;
00043/2024;00262;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00262;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;784.0;784.0;;;
00043/2024;00263;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00263;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;504.0;504.0;;;
00043/2024;00265;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00265;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;224.0;224.0;;;
00043/2024;00272;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00272;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;200.0;200.0;;;
00043/2024;00273;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00273;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;1008.0;1008.0;;;
00043/2024;00274;155849;INST.FED.DO MS/CAMPUS NAVIRAI;PARTICIPANTE;500.0;480.0;20.0;480.0;2025-11-20T04:41:00
00043/2024;00274;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00275;155849;INST.FED.DO MS/CAMPUS NAVIRAI;PARTICIPANTE;100.0;59.0;41.0;59.0;2025-11-20T04:41:00
00043/2024;00275;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00276;155849;INST.FED.DO MS/CAMPUS NAVIRAI;PARTICIPANTE;300.0;219.0;81.0;219.0;2025-11-20T04:41:00
00043/2024;00276;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00277;155849;INST.FED.DO MS/CAMPUS NAVIRAI;PARTICIPANTE;400.0;365.0;35.0;365.0;2025-11-20T04:41:00
00043/2024;00277;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00278;155849;INST.FED.DO MS/CAMPUS NAVIRAI;PARTICIPANTE;50.0;50.0;;;
00043/2024;00278;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00279;155849;INST.FED.DO MS/CAMPUS NAVIRAI;PARTICIPANTE;400.0;365.0;35.0;365.0;2025-11-20T04:41:00
00043/2024;00279;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00280;155849;INST.FED.DO MS/CAMPUS NAVIRAI;PARTICIPANTE;200.0;200.0;;;
00043/2024;00280;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00282;155849;INST.FED.DO MS/CAMPUS NAVIRAI;PARTICIPANTE;700.0;600.0;100.0;600.0;2025-11-20T04:41:00
00043/2024;00282;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00283;155849;INST.FED.DO MS/CAMPUS NAVIRAI;PARTICIPANTE;594.0;558.0;36.0;558.0;2025-11-20T04:41:00
00043/2024;00283;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00043/2024;00284;155849;INST.FED.DO MS/CAMPUS NAVIRAI;PARTICIPANTE;1188.0;1108.0;80.0;1108.0;2025-11-20T04:41:00
00043/2024;00284;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
