numero_ata;numero_item;codigo_unidade;nome_unidade;tipo_participacao;qtd_reservada;saldo_remanejamento;qtd_empenhada;saldo_empenho;data_atualizacao_saldo
00001/2023;00001;130083;SUPERINT.DE AGRICULTURA E PECUARIA - SFA/RO;PARTICIPANTE;140.0;140.0;;;
00001/2023;00001;153164;UNIVERSIDADE FEDERAL DE SANTA MARIA;NÃO PARTICIPANTE;190.0;;0.5;189.5;2025-11-20T04:41:00
00001/2023;00001;154040;FUNDACAO UNIVERSIDADE DE BRASILIA - FUB/DF;PARTICIPANTE;3100.0;3099.0;;;
00001/2023;00001;154628;INST.FEDERAL FARROUPILHA CAMPUS JAGUARI;PARTICIPANTE;34.0;34.0;0.0;34.0;2025-11-20T04:41:00
00001/2023;00001;154773;INST.FED.SUL-RIO-GRANDENSE/SANT.DO LIVRAMENTO;PARTICIPANTE;80.0;75.0;5.0;75.0;2025-11-20T04:41:00
00001/2023;00001;154856;INST.FED.DO MARANHAO/CAMPUS VIANA;PARTICIPANTE;38.0;38.0;;;
00001/2023;00001;155081;INST.FED.FARROUPILHA/CAMPUS SANTO ANGELO;PARTICIPANTE;50.0;50.0;;;
00001/2023;00001;155570;CAMPUS FREDERICO WESTPHALEN;PARTICIPANTE;30.0;30.0;0.0;30.0;2025-11-20T04:41:00
00001/2023;00001;158122;INST.FED.DE EDUC.,CIENC.E TEC.DE MINAS GERAIS;PARTICIPANTE;1040.0;1039.0;1.0;1039.0;2025-05-27T14:25:36
00001/2023;00001;158123;INSTITUTO FED CIENCIA TECNOL SUDESTE MG;NÃO PARTICIPANTE;750.0;;124.0;626.0;2025-11-20T04:41:00
00001/2023;00001;158125;INSTITUTO FEDERAL CATARINENSE - REITORIA;PARTICIPANTE;720.0;620.0;100.0;620.0;2025-05-27T14:25:36
00001/2023;00001;158127;INST.FED.DE EDUC.,CIENC.E TEC.FARROUPILHA;PARTICIPANTE;360.0;359.0;1.0;359.0;2025-11-20T04:41:00
00001/2023;00001;158128;INST.FED.DE EDUC.,CIENC.E TEC.DO MARANHAO;PARTICIPANTE;778.0;778.0;;;
00001/2023;00001;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;790.0;781.0;9.0;781.0;2025-11-20T04:41:00
00001/2023;00001;158135;INST.FED.DE EDUC.,CIENC.E TEC.DO PARA;PARTICIPANTE;2020.0;2019.0;1.0;2019.0;2025-11-20T04:41:00
00001/2023;00001;158139;INST.FED.DE EDUC.,CIENC.E TEC.FLUMINENSE;PARTICIPANTE;294.0;0.0;294.0;0.0;2025-11-20T04:41:00
00001/2023;00001;158141;INST.FED.DE EDUC.,CIENC.E TEC.DO RS;PARTICIPANTE;240.0;106.0;134.0;106.0;2025-11-20T04:41:00
00001/2023;00001;158144;INST.FED.DE EDUC.,CIENC.E TEC.DO MATO GROSSO;NÃO PARTICIPANTE;498.0;;498.0;0.0;2025-11-20T04:41:00
00001/2023;00001;158146;INST.FED.DE EDUC.,CIENC.E TEC.DO PIAUI;PARTICIPANTE;620.0;620.0;0.0;620.0;2025-11-20T04:41:00
00001/2023;00001;158153;INST.FED.DE EDUC.,CIENC.E TEC.DE GOIAS;PARTICIPANTE;400.0;399.0;1.0;399.0;2025-11-20T04:41:00
00001/2023;00001;158266;INST.FED.FARROUPILHA/CAMPUS SANTO AUGUSTO;PARTICIPANTE;30.0;30.0;0.0;30.0;2025-11-20T04:41:00
00001/2023;00001;158267;INST.FED.FARROUPILHA/CAMPUS DE ALEGRETE;PARTICIPANTE;40.0;40.0;0.0;40.0;2025-11-20T04:41:00
00001/2023;00001;158268;INST.FED.FARROUPILHA/CAMPUS SAO VICENTE SUL;PARTICIPANTE;50.0;0.0;50.0;0.0;2025-11-20T04:41:00
00001/2023;00001;158269;INST.FED.FARROUPILHA/CAMPUS JULIO CASTILHOS;PARTICIPANTE;32.0;32.0;0.0;32.0;2025-11-20T04:41:00
00001/2023;00001;158276;INST.FED.DO MARANHAO/CAMPUS SAO LUIS-MACARANA;PARTICIPANTE;163.0;163.0;;;
00001/2023;00001;158284;INST.FED.DO MARANHAO/CAMPUS BARRA DO CORDA;PARTICIPANTE;30.0;0.0;30.0;0.0;2025-11-20T04:41:00
00001/2023;00001;158288;INST.FED.DO MARANHAO/CAMPUS CENTRO HISTORICO;PARTICIPANTE;30.0;30.0;;;
00001/2023;00001;158292;INST.FED.DO MARANHAO/CAMPUS ALCANTARA;NÃO PARTICIPANTE;140.0;;50.0;90.0;2025-05-27T14:25:36
00001/2023;00001;158296;INST.FED.DO MARANHAO/CAMPUS S.R.MANGABEIRAS;PARTICIPANTE;70.0;69.0;1.0;69.0;2025-05-27T14:25:36
00001/2023;00001;158308;INST.FED.DO PARA/CAMPUS CASTANHAL;NÃO PARTICIPANTE;260.0;;0.0;260.0;2025-11-20T04:41:00
00001/2023;00001;158338;INST.FED.SUL-RIO-GRANDENSE/CAMPUS PASSO FUNDO;PARTICIPANTE;68.0;68.0;0.0;68.0;2025-11-20T04:41:00
00001/2023;00001;158457;INST.FED.DO MARANHAO/CAMPUS TIMON;PARTICIPANTE;60.0;52.0;8.0;52.0;2025-11-20T04:41:00
00001/2023;00001;158503;INSTITUTO FEDERAL FARROUPILH CAMPUS SAO BORJA;PARTICIPANTE;78.0;72.0;6.0;72.0;2025-11-20T04:41:00
00001/2023;00001;158504;CAMPUS DE SANTA ROSA;PARTICIPANTE;90.0;90.0;0.0;90.0;2025-11-20T04:41:00
00001/2023;00001;158505;INST.FED.FARROUPILHA CAMPUS PANAMBI;PARTICIPANTE;40.0;34.0;6.0;34.0;2025-11-20T04:41:00
00001/2023;00001;160155;COMANDO DE FRONTEIRA JAURU / 66º BI MTZ;NÃO PARTICIPANTE;130.0;;130.0;0.0;2025-11-20T04:41:00
00001/2023;00001;160354;10 BATALHAO LOGISTICO;NÃO PARTICIPANTE;3.0;;3.0;0.0;2025-11-20T04:41:00
00001/2023;00001;160380;COMANDO 8 BRIGADA DE INFANTARIA MOTORIZADA;NÃO PARTICIPANTE;51.0;;3.0;48.0;2025-11-20T04:41:00
00001/2023;00001;160421;9 BATALHAO LOGISTICO;NÃO PARTICIPANTE;7.0;;4.0;3.0;2025-11-20T04:41:00
00001/2023;00001;160422;COMANDO 1 BRIGADA DE CAVALARIA MECANIZADA;NÃO PARTICIPANTE;39.0;;19.0;20.0;2025-11-20T04:41:00
00001/2023;00001;160423;HOSPITAL DE GUARNICAO DE SANTIAGO;NÃO PARTICIPANTE;2.0;;0.0;2.0;2025-11-20T04:41:00
00001/2023;00001;193101;IBAMA - SUPERINTENDENCIA DE ALAGOAS/AL;NÃO PARTICIPANTE;88.0;;0.0;88.0;2025-11-20T04:41:00
00001/2023;00001;193115;IBAMA - SUPERINTENDENCIA DA PARAIBA/PB;NÃO PARTICIPANTE;70.0;;0.0;70.0;2025-11-20T04:41:00
00001/2023;00001;193122;IBAMA - SUPERINTENDENCIA DE RORAIMA/RR;NÃO PARTICIPANTE;350.0;;0.0;350.0;2025-11-20T04:41:00
00001/2023;00002;130083;SUPERINT.DE AGRICULTURA E PECUARIA - SFA/RO;PARTICIPANTE;10.0;10.0;;;
00001/2023;00002;153164;UNIVERSIDADE FEDERAL DE SANTA MARIA;NÃO PARTICIPANTE;20.0;;0.5;19.5;2025-11-29T11:22:42
00001/2023;00002;154040;FUNDACAO UNIVERSIDADE DE BRASILIA - FUB/DF;PARTICIPANTE;600.0;599.0;;;
00001/2023;00002;154628;INST.FEDERAL FARROUPILHA CAMPUS JAGUARI;PARTICIPANTE;2.0;2.0;0.0;2.0;2025-11-29T11:22:42
00001/2023;00002;154773;INST.FED.SUL-RIO-GRANDENSE/SANT.DO LIVRAMENTO;PARTICIPANTE;15.0;15.0;0.0;15.0;2025-11-29T11:22:42
00001/2023;00002;154856;INST.FED.DO MARANHAO/CAMPUS VIANA;PARTICIPANTE;4.0;4.0;;;
00001/2023;00002;158122;INST.FED.DE EDUC.,CIENC.E TEC.DE MINAS GERAIS;PARTICIPANTE;120.0;119.0;1.0;119.0;2025-11-29T11:22:42
00001/2023;00002;158123;INSTITUTO FED CIENCIA TECNOL SUDESTE MG;NÃO PARTICIPANTE;61.0;;25.0;36.0;2025-11-29T11:22:42
00001/2023;00002;158125;INSTITUTO FEDERAL CATARINENSE - REITORIA;PARTICIPANTE;120.0;120.0;0.0;120.0;2025-11-29T11:22:42
00001/2023;00002;158127;INST.FED.DE EDUC.,CIENC.E TEC.FARROUPILHA;PARTICIPANTE;30.0;29.0;1.0;29.0;2025-11-29T11:22:42
00001/2023;00002;158128;INST.FED.DE EDUC.,CIENC.E TEC.DO MARANHAO;PARTICIPANTE;106.0;106.0;0.0;106.0;2025-11-29T11:22:42
00001/2023;00002;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;33.0;33.0;0.0;33.0;2025-11-29T11:22:42
00001/2023;00002;158135;INST.FED.DE EDUC.,CIENC.E TEC.DO PARA;PARTICIPANTE;20.0;19.0;1.0;19.0;2025-11-29T11:22:42
00001/2023;00002;158139;INST.FED.DE EDUC.,CIENC.E TEC.FLUMINENSE;PARTICIPANTE;3.0;3.0;;;
00001/2023;00002;158141;INST.FED.DE EDUC.,CIENC.E TEC.DO RS;PARTICIPANTE;5.0;5.0;0.0;5.0;2025-11-29T11:22:42
00001/2023;00002;158144;INST.FED.DE EDUC.,CIENC.E TEC.DO MATO GROSSO;NÃO PARTICIPANTE;249.0;;249.0;0.0;2025-11-29T11:22:42
00001/2023;00002;158146;INST.FED.DE EDUC.,CIENC.E TEC.DO PIAUI;PARTICIPANTE;60.0;60.0;0.0;60.0;2025-11-29T11:22:42
00001/2023;00002;158153;INST.FED.DE EDUC.,CIENC.E TEC.DE GOIAS;PARTICIPANTE;50.0;49.0;1.0;49.0;2025-11-29T11:22:42
00001/2023;00002;158269;INST.FED.FARROUPILHA/CAMPUS JULIO CASTILHOS;PARTICIPANTE;2.0;2.0;0.0;2.0;2025-11-29T11:22:42
00001/2023;00002;158284;INST.FED.DO MARANHAO/CAMPUS BARRA DO CORDA;PARTICIPANTE;5.0;0.0;5.0;0.0;2025-11-29T11:22:42
00001/2023;00002;158292;INST.FED.DO MARANHAO/CAMPUS ALCANTARA;NÃO PARTICIPANTE;50.0;;50.0;0.0;2025-11-29T11:22:42
00001/2023;00002;158296;INST.FED.DO MARANHAO/CAMPUS S.R.MANGABEIRAS;PARTICIPANTE;10.0;9.0;1.0;9.0;2025-11-29T11:22:42
00001/2023;00002;158308;INST.FED.DO PARA/CAMPUS CASTANHAL;NÃO PARTICIPANTE;20.0;;0.0;20.0;2025-11-29T11:22:42
00001/2023;00002;158338;INST.FED.SUL-RIO-GRANDENSE/CAMPUS PASSO FUNDO;PARTICIPANTE;4.0;4.0;0.0;4.0;2025-11-29T11:22:42
00001/2023;00002;158457;INST.FED.DO MARANHAO/CAMPUS TIMON;PARTICIPANTE;10.0;10.0;;;
00001/2023;00002;158503;INSTITUTO FEDERAL FARROUPILH CAMPUS SAO BORJA;PARTICIPANTE;16.0;10.0;6.0;10.0;2025-11-29T11:22:42
00001/2023;00002;158504;CAMPUS DE SANTA ROSA;PARTICIPANTE;10.0;10.0;0.0;10.0;2025-11-29T11:22:42
00001/2023;00002;158505;INST.FED.FARROUPILHA CAMPUS PANAMBI;PARTICIPANTE;6.0;6.0;0.0;6.0;2025-11-29T11:22:42
00001/2023;00002;160155;COMANDO DE FRONTEIRA JAURU / 66º BI MTZ;NÃO PARTICIPANTE;50.0;;50.0;0.0;2025-11-29T11:22:42
00001/2023;00003;130083;SUPERINT.DE AGRICULTURA E PECUARIA - SFA/RO;PARTICIPANTE;10.0;10.0;;;
00001/2023;00003;153164;UNIVERSIDADE FEDERAL DE SANTA MARIA;NÃO PARTICIPANTE;20.0;;1.0;19.0;2025-05-27T14:25:25
00001/2023;00003;154040;FUNDACAO UNIVERSIDADE DE BRASILIA - FUB/DF;PARTICIPANTE;600.0;599.0;;;
00001/2023;00003;154628;INST.FEDERAL FARROUPILHA CAMPUS JAGUARI;PARTICIPANTE;2.0;2.0;0.0;2.0;2025-11-20T04:41:00
00001/2023;00003;154773;INST.FED.SUL-RIO-GRANDENSE/SANT.DO LIVRAMENTO;PARTICIPANTE;15.0;15.0;0.0;15.0;2025-11-20T04:41:00
00001/2023;00003;154856;INST.FED.DO MARANHAO/CAMPUS VIANA;PARTICIPANTE;4.0;4.0;;;
00001/2023;00003;158122;INST.FED.DE EDUC.,CIENC.E TEC.DE MINAS GERAIS;PARTICIPANTE;120.0;120.0;0.0;120.0;2025-11-20T04:41:00
00001/2023;00003;158123;INSTITUTO FED CIENCIA TECNOL SUDESTE MG;NÃO PARTICIPANTE;61.0;;0.0;61.0;2025-11-20T04:41:00
00001/2023;00003;158125;INSTITUTO FEDERAL CATARINENSE - REITORIA;PARTICIPANTE;120.0;120.0;0.0;120.0;2025-11-20T04:41:00
00001/2023;00003;158127;INST.FED.DE EDUC.,CIENC.E TEC.FARROUPILHA;PARTICIPANTE;30.0;28.0;2.0;28.0;2025-11-20T04:41:00
00001/2023;00003;158128;INST.FED.DE EDUC.,CIENC.E TEC.DO MARANHAO;PARTICIPANTE;106.0;0.0;109.0;-3.0;2025-11-20T04:41:00
00001/2023;00003;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;33.0;28.0;5.0;28.0;2025-11-20T04:41:00
00001/2023;00003;158135;INST.FED.DE EDUC.,CIENC.E TEC.DO PARA;PARTICIPANTE;20.0;19.0;1.0;19.0;2025-11-20T04:41:00
00001/2023;00003;158139;INST.FED.DE EDUC.,CIENC.E TEC.FLUMINENSE;PARTICIPANTE;3.0;0.0;3.0;0.0;2025-11-20T04:41:00
00001/2023;00003;158141;INST.FED.DE EDUC.,CIENC.E TEC.DO RS;PARTICIPANTE;5.0;5.0;0.0;5.0;2025-11-20T04:41:00
00001/2023;00003;158144;INST.FED.DE EDUC.,CIENC.E TEC.DO MATO GROSSO;NÃO PARTICIPANTE;249.0;;59.10614;189.89386;2025-11-20T04:41:00
00001/2023;00003;158146;INST.FED.DE EDUC.,CIENC.E TEC.DO PIAUI;PARTICIPANTE;60.0;52.63277;7.36723;52.63277;2025-11-20T04:41:00
00001/2023;00003;158153;INST.FED.DE EDUC.,CIENC.E TEC.DE GOIAS;PARTICIPANTE;50.0;50.0;0.0;50.0;2025-11-20T04:41:00
00001/2023;00003;158269;INST.FED.FARROUPILHA/CAMPUS JULIO CASTILHOS;PARTICIPANTE;2.0;2.0;0.0;2.0;2025-11-20T04:41:00
00001/2023;00003;158283;INST.FED.DO MARANHAO/CAMPUS BURITICUPU;NÃO PARTICIPANTE;10.0;;0.0;10.0;2025-11-20T04:41:00
00001/2023;00003;158284;INST.FED.DO MARANHAO/CAMPUS BARRA DO CORDA;PARTICIPANTE;5.0;0.0;5.0;0.0;2025-11-20T04:41:00
00001/2023;00003;158292;INST.FED.DO MARANHAO/CAMPUS ALCANTARA;NÃO PARTICIPANTE;10.0;;1.0;9.0;2025-05-27T14:25:25
00001/2023;00003;158296;INST.FED.DO MARANHAO/CAMPUS S.R.MANGABEIRAS;PARTICIPANTE;10.0;9.0;1.0;9.0;2025-05-27T14:25:25
00001/2023;00003;158308;INST.FED.DO PARA/CAMPUS CASTANHAL;NÃO PARTICIPANTE;20.0;;0.0;20.0;2025-11-20T04:41:00
00001/2023;00003;158338;INST.FED.SUL-RIO-GRANDENSE/CAMPUS PASSO FUNDO;PARTICIPANTE;4.0;4.0;0.0;4.0;2025-11-20T04:41:00
00001/2023;00003;158457;INST.FED.DO MARANHAO/CAMPUS TIMON;PARTICIPANTE;10.0;10.0;;;
00001/2023;00003;158503;INSTITUTO FEDERAL FARROUPILH CAMPUS SAO BORJA;PARTICIPANTE;16.0;16.0;0.0;16.0;2025-11-20T04:41:00
00001/2023;00003;158504;CAMPUS DE SANTA ROSA;PARTICIPANTE;10.0;10.0;0.0;10.0;2025-11-20T04:41:00
00001/2023;00003;158505;INST.FED.FARROUPILHA CAMPUS PANAMBI;PARTICIPANTE;6.0;6.0;0.0;6.0;2025-11-20T04:41:00
00001/2023;00003;160224;PARQUE REGIONAL DE MANUTENCAO/5;NÃO PARTICIPANTE;12.0;;10.12639;1.87361;2025-11-20T04:41:00
00001/2023;00004;130083;SUPERINT.DE AGRICULTURA E PECUARIA - SFA/RO;PARTICIPANTE;95.0;95.0;;;
00001/2023;00004;153164;UNIVERSIDADE FEDERAL DE SANTA MARIA;NÃO PARTICIPANTE;150.0;;1.0;149.0;2025-11-29T11:22:42
00001/2023;00004;154040;FUNDACAO UNIVERSIDADE DE BRASILIA - FUB/DF;PARTICIPANTE;1500.0;1499.0;;;
00001/2023;00004;154628;INST.FEDERAL FARROUPILHA CAMPUS JAGUARI;PARTICIPANTE;30.0;30.0;0.0;30.0;2025-11-29T11:22:42
00001/2023;00004;154773;INST.FED.SUL-RIO-GRANDENSE/SANT.DO LIVRAMENTO;PARTICIPANTE;20.0;14.0;6.0;14.0;2025-11-29T11:22:42
00001/2023;00004;154856;INST.FED.DO MARANHAO/CAMPUS VIANA;PARTICIPANTE;30.0;30.0;;;
00001/2023;00004;155081;INST.FED.FARROUPILHA/CAMPUS SANTO ANGELO;PARTICIPANTE;50.0;50.0;;;
00001/2023;00004;155570;CAMPUS FREDERICO WESTPHALEN;PARTICIPANTE;30.0;30.0;0.0;30.0;2025-11-29T11:22:42
00001/2023;00004;158122;INST.FED.DE EDUC.,CIENC.E TEC.DE MINAS GERAIS;PARTICIPANTE;400.0;244.6801;155.3199;244.6801;2025-11-29T11:22:42
00001/2023;00004;158123;INSTITUTO FED CIENCIA TECNOL SUDESTE MG;NÃO PARTICIPANTE;474.0;;87.0;387.0;2025-11-29T11:22:42
00001/2023;00004;158125;INSTITUTO FEDERAL CATARINENSE - REITORIA;PARTICIPANTE;500.0;250.0;250.0;250.0;2025-11-29T11:22:42
00001/2023;00004;158127;INST.FED.DE EDUC.,CIENC.E TEC.FARROUPILHA;PARTICIPANTE;300.0;247.0;53.0;247.0;2025-11-29T11:22:42
00001/2023;00004;158128;INST.FED.DE EDUC.,CIENC.E TEC.DO MARANHAO;PARTICIPANTE;495.0;495.0;0.0;495.0;2025-11-29T11:22:42
00001/2023;00004;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;421.0;401.08782;19.91218;401.08782;2025-11-29T11:22:42
00001/2023;00004;158135;INST.FED.DE EDUC.,CIENC.E TEC.DO PARA;PARTICIPANTE;1980.0;1970.0;10.0;1970.0;2025-11-29T11:22:42
00001/2023;00004;158139;INST.FED.DE EDUC.,CIENC.E TEC.FLUMINENSE;PARTICIPANTE;210.0;0.0;218.0;-8.0;2025-11-29T11:22:42
00001/2023;00004;158141;INST.FED.DE EDUC.,CIENC.E TEC.DO RS;PARTICIPANTE;230.0;17.36406;212.63594;17.36406;2025-11-29T11:22:42
00001/2023;00004;158146;INST.FED.DE EDUC.,CIENC.E TEC.DO PIAUI;PARTICIPANTE;300.0;40.36241;259.63759;40.36241;2025-11-29T11:22:42
00001/2023;00004;158153;INST.FED.DE EDUC.,CIENC.E TEC.DE GOIAS;PARTICIPANTE;225.0;123.06902;101.93098;123.06902;2025-11-29T11:22:42
00001/2023;00004;158266;INST.FED.FARROUPILHA/CAMPUS SANTO AUGUSTO;PARTICIPANTE;30.0;30.0;0.0;30.0;2025-11-29T11:22:42
00001/2023;00004;158267;INST.FED.FARROUPILHA/CAMPUS DE ALEGRETE;PARTICIPANTE;40.0;40.0;0.0;40.0;2025-11-29T11:22:42
00001/2023;00004;158268;INST.FED.FARROUPILHA/CAMPUS SAO VICENTE SUL;PARTICIPANTE;50.0;35.0;15.0;35.0;2025-11-29T11:22:42
00001/2023;00004;158269;INST.FED.FARROUPILHA/CAMPUS JULIO CASTILHOS;PARTICIPANTE;28.0;28.0;0.0;28.0;2025-11-29T11:22:42
00001/2023;00004;158276;INST.FED.DO MARANHAO/CAMPUS SAO LUIS-MACARANA;PARTICIPANTE;58.0;58.0;;;
00001/2023;00004;158283;INST.FED.DO MARANHAO/CAMPUS BURITICUPU;NÃO PARTICIPANTE;40.0;;20.0;20.0;2025-11-29T11:22:42
00001/2023;00004;158284;INST.FED.DO MARANHAO/CAMPUS BARRA DO CORDA;PARTICIPANTE;20.0;15.08;4.92;15.08;2025-11-29T11:22:42
00001/2023;00004;158288;INST.FED.DO MARANHAO/CAMPUS CENTRO HISTORICO;PARTICIPANTE;10.0;10.0;;;
00001/2023;00004;158292;INST.FED.DO MARANHAO/CAMPUS ALCANTARA;NÃO PARTICIPANTE;40.0;;8.0;32.0;2025-11-29T11:22:42
00001/2023;00004;158296;INST.FED.DO MARANHAO/CAMPUS S.R.MANGABEIRAS;PARTICIPANTE;30.0;29.0;1.0;29.0;2025-11-29T11:22:42
00001/2023;00004;158308;INST.FED.DO PARA/CAMPUS CASTANHAL;NÃO PARTICIPANTE;200.0;;0.0;200.0;2025-11-29T11:22:42
00001/2023;00004;158338;INST.FED.SUL-RIO-GRANDENSE/CAMPUS PASSO FUNDO;PARTICIPANTE;30.0;30.0;0.0;30.0;2025-11-29T11:22:42
00001/2023;00004;158457;INST.FED.DO MARANHAO/CAMPUS TIMON;PARTICIPANTE;40.0;25.76152;14.23848;25.76152;2025-11-29T11:22:42
00001/2023;00004;158503;INSTITUTO FEDERAL FARROUPILH CAMPUS SAO BORJA;PARTICIPANTE;46.0;42.0;4.0;42.0;2025-11-29T11:22:42
00001/2023;00004;158504;CAMPUS DE SANTA ROSA;PARTICIPANTE;30.0;30.0;0.0;30.0;2025-11-29T11:22:42
00001/2023;00004;158505;INST.FED.FARROUPILHA CAMPUS PANAMBI;PARTICIPANTE;28.0;19.0;9.0;19.0;2025-11-29T11:22:42
00001/2023;00004;160155;COMANDO DE FRONTEIRA JAURU / 66º BI MTZ;NÃO PARTICIPANTE;30.0;;10.32558;19.67442;2025-11-29T11:22:42
00001/2023;00004;160354;10 BATALHAO LOGISTICO;NÃO PARTICIPANTE;3.0;;2.01086;0.98914;2025-11-29T11:22:42
00001/2023;00004;160380;COMANDO 8 BRIGADA DE INFANTARIA MOTORIZADA;NÃO PARTICIPANTE;27.0;;1.86825;25.13175;2025-11-29T11:22:42
00001/2023;00004;160421;9 BATALHAO LOGISTICO;NÃO PARTICIPANTE;7.0;;4.97752;2.02248;2025-11-29T11:22:42
00001/2023;00004;160422;COMANDO 1 BRIGADA DE CAVALARIA MECANIZADA;NÃO PARTICIPANTE;20.0;;10.83693;9.16307;2025-11-29T11:22:42
00001/2023;00004;160423;HOSPITAL DE GUARNICAO DE SANTIAGO;NÃO PARTICIPANTE;2.0;;0.0;2.0;2025-11-29T11:22:42
00001/2023;00004;193101;IBAMA - SUPERINTENDENCIA DE ALAGOAS/AL;NÃO PARTICIPANTE;88.0;;4.70567;83.29433;2025-11-29T11:22:42
00001/2023;00004;193115;IBAMA - SUPERINTENDENCIA DA PARAIBA/PB;NÃO PARTICIPANTE;70.0;;2.22818;67.77182;2025-11-29T11:22:42
00001/2023;00004;193122;IBAMA - SUPERINTENDENCIA DE RORAIMA/RR;NÃO PARTICIPANTE;200.0;;0.0;200.0;2025-11-29T11:22:42
00001/2023;00005;130083;SUPERINT.DE AGRICULTURA E PECUARIA - SFA/RO;PARTICIPANTE;20.0;20.0;;;
00001/2023;00005;154040;FUNDACAO UNIVERSIDADE DE BRASILIA - FUB/DF;PARTICIPANTE;400.0;399.0;;;
00001/2023;00005;154773;INST.FED.SUL-RIO-GRANDENSE/SANT.DO LIVRAMENTO;PARTICIPANTE;20.0;10.0;10.0;10.0;2025-11-20T04:41:00
00001/2023;00005;158122;INST.FED.DE EDUC.,CIENC.E TEC.DE MINAS GERAIS;PARTICIPANTE;400.0;399.0;1.0;399.0;2025-05-27T14:25:04
00001/2023;00005;158123;INSTITUTO FED CIENCIA TECNOL SUDESTE MG;NÃO PARTICIPANTE;88.0;;1.0;87.0;2025-11-20T04:41:00
00001/2023;00005;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;230.0;228.5;1.5;228.5;2025-11-20T04:41:00
00001/2023;00005;158139;INST.FED.DE EDUC.,CIENC.E TEC.FLUMINENSE;PARTICIPANTE;78.0;76.0;2.0;76.0;2025-11-20T04:41:00
00001/2023;00005;158146;INST.FED.DE EDUC.,CIENC.E TEC.DO PIAUI;PARTICIPANTE;200.0;114.63178;85.36822;114.63178;2025-11-20T04:41:00
00001/2023;00005;158153;INST.FED.DE EDUC.,CIENC.E TEC.DE GOIAS;PARTICIPANTE;100.0;99.0;1.0;99.0;2025-11-20T04:41:00
00001/2023;00005;158276;INST.FED.DO MARANHAO/CAMPUS SAO LUIS-MACARANA;PARTICIPANTE;105.0;105.0;;;
00001/2023;00005;158283;INST.FED.DO MARANHAO/CAMPUS BURITICUPU;NÃO PARTICIPANTE;80.0;;4.0;76.0;2025-11-20T04:41:00
00001/2023;00005;158288;INST.FED.DO MARANHAO/CAMPUS CENTRO HISTORICO;PARTICIPANTE;20.0;20.0;;;
00001/2023;00005;158292;INST.FED.DO MARANHAO/CAMPUS ALCANTARA;NÃO PARTICIPANTE;30.0;;10.0;20.0;2025-05-27T14:25:04
00001/2023;00005;158296;INST.FED.DO MARANHAO/CAMPUS S.R.MANGABEIRAS;PARTICIPANTE;20.0;19.0;1.0;19.0;2025-05-27T14:25:04
00001/2023;00005;158308;INST.FED.DO PARA/CAMPUS CASTANHAL;NÃO PARTICIPANTE;20.0;;0.0;20.0;2025-11-20T04:41:00
00001/2023;00005;158338;INST.FED.SUL-RIO-GRANDENSE/CAMPUS PASSO FUNDO;PARTICIPANTE;30.0;30.0;0.0;30.0;2025-11-20T04:41:00
00001/2023;00005;158504;CAMPUS DE SANTA ROSA;PARTICIPANTE;40.0;40.0;0.0;40.0;2025-11-20T04:41:00
00001/2023;00005;160155;COMANDO DE FRONTEIRA JAURU / 66º BI MTZ;NÃO PARTICIPANTE;65.0;;9.426;55.574;2025-11-20T04:41:00
00001/2023;00005;160422;COMANDO 1 BRIGADA DE CAVALARIA MECANIZADA;NÃO PARTICIPANTE;17.0;;6.71396;10.28604;2025-11-20T04:41:00
00001/2023;00005;193122;IBAMA - SUPERINTENDENCIA DE RORAIMA/RR;NÃO PARTICIPANTE;150.0;;0.0;150.0;2025-11-20T04:41:00
00001/2024;00001;155848;INST.FED.DO MS/CAMPUS DOURADOS;PARTICIPANTE;1.0;1.0;;;
00001/2024;00001;155849;INST.FED.DO MS/CAMPUS NAVIRAI;PARTICIPANTE;4.0;4.0;;;
00001/2024;00001;155850;INST.FED.DO MS/CAMPUS JARDIM;PARTICIPANTE;1.0;1.0;;;
00001/2024;00001;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
00001/2024;00001;158448;INST.FED.DO MS/CAMPUS AQUIDAUANA;PARTICIPANTE;1.0;1.0;0.0;1.0;2025-11-20T04:41:00
00001/2024;00001;158450;INST. FED. DO MS/CAMPUS CORUMBA;PARTICIPANTE;1.0;1.0;;;
00001/2024;00001;158453;INST. FED. DO MS/CAMPUS PONTA PORA;PARTICIPANTE;4.0;4.0;0.0;4.0;2025-11-20T04:41:00
00001/2024;00001;158454;INST. FED. DO MS/CAMPUS TRES LAGOAS;PARTICIPANTE;3.0;3.0;;;
00001/2024;00001;926111;CORPO DE BOMBEIROS MILITAR - AL;PARTICIPANTE;8.0;8.0;;;
00001/2024;00002;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;0.0;0.0;;;
