id_licitacao_pncp;id_ata_pncp;numero_ata;numero_item;material_cod;material_nome;fornecedor_cnpj;fornecedor_nome;valor_unitario;qtd_homologada;valor_total_item
10673078000120-1-000030/2023;10673078000120-1-000030/2023-000010;00011/2023;00037;431080;"REFRIGERADOR DUPLEX, CAPACIDADE REFRIGERAÇÃO 400 L, SISTEMA DEGELO FROST FREE, TENSÃO ALIMENTAÇÃO 110/220 V, CARACTERÍSTICAS ADICIONAIS CONTROLE TEMPERATURA, SELO PROCEL ""A"", TIPO VERTICAL";13482516000161;SUPERAR LTDA;2720.0;28.0;76160.0
10673078000120-1-000030/2023;10673078000120-1-000030/2023-000010;00011/2023;00038;432552;"FREEZER, TIPO HORIZONTAL, CAPACIDADE 500 L, QUANTIDADE TAMPAS 2 UN, TENSÃO ALIMENTAÇÃO 110/220 V, CARACTERÍSTICAS ADICIONAIS TRIPLAFUNÇÃO, EFICIÊNCIA ENERGÉTICA ETIQUETA ""A""";13482516000161;SUPERAR LTDA;3320.0;8.0;26560.0
10673078000120-1-000030/2023;10673078000120-1-000030/2023-000010;00011/2023;00039;277414;BEBEDOURO ÁGUA, TIPO INDUSTRIAL, ALTURA 116 CM, LARGURA 150 CM, PROFUNDIDADE 60 CM, CARACTERÍSTICAS ADICIONAIS 4 TORNEIRAS LATÃO CROMADO, SERPENTINA COBRE LOCAL I, VOLTAGEM 220 V, MATERIAL GABINETE AÇO INOXIDÁVEL, MATERIAL RESERVATÓRIO ÁGUA AÇO INOXIDÁVEL, CAPACIDADE ÁGUA 200 L;13482516000161;SUPERAR LTDA;2500.0;37.0;92500.0
10673078000120-1-000030/2023;10673078000120-1-000030/2023-000002;00003/2023;00005;445525;MESA ESCRITÓRIO, MATERIAL ESTRUTURA AÇO TUBULAR SAE 1010/1020, MATERIAL TAMPO AGLOMERADO/ MDP, REVESTIMENTO TAMPO LAMINADO MELAMÍNICO, COR TAMPO ARGILA, LARGURA 60 CM, ALTURA 74 CM, PADRÃO ACABAMENTO TAMPO CANTOS ARREDONDADOS BORDAS EM PVC, COMPRIMENTO 1,00 M, ACABAMENTO ESTRUTURA PINTURA EM EPÓXI-PÓ, ESPESSURA TAMPO 25 MM, CARACTERÍSTICAS ADICIONAIS CANALETAS COM DIVISÃO INTERNA PARA PASSAGEM FIAÇÃ O;86729324000261;MILANFLEX INDUSTRIA E COMERCIO DE MOVEIS E EQUIPAMENTOS LTDA;544.8;89.0;48487.2
10673078000120-1-000030/2023;10673078000120-1-000030/2023-000002;00003/2023;00006;236459;MESA PROFESSOR, MATERIAL ESTRUTURA METÁLICO, FORMATO QUADRADO, MATERIAL TAMPO MADEIRA, ESPESSURA TAMPO 1,5 CM, REVESTIMENTO TAMPO FÓRMICA, MATERIAL SAIA MADEIRA, REVESTIMENTO SAIA MADEIRA, ESPESSURA SAIA 1 CM, DIMENSÕES 1,00 X 0,80 X 0,70 M, CARACTERÍSTICAS ADICIONAIS SEM GAVETAS;86729324000261;MILANFLEX INDUSTRIA E COMERCIO DE MOVEIS E EQUIPAMENTOS LTDA;595.2;299.0;177964.8
10673078000120-1-000030/2023;10673078000120-1-000030/2023-000001;00002/2023;00001;603913;ARMÁRIO, MATERIAL MDP 25MM, TIPO BAIXO, QUANTIDADE PORTAS 2 UN, TIPO PORTAS MDP 18MM, COR CEREZO LEON, ALTURA 800 MM, LARGURA 600 MM, PROFUNDIDADE 740 MM, CARACTERÍSTICAS ADICIONAIS SAPATAS NIVELADORAS, QUANTIDADE PRATELEIRAS 1, APLICAÇÃO GUARDAR DOCUMENTOS;21306287000152;TECNO2000 INDUSTRIA E COMERCIO LTDA;820.0;90.0;73800.0
10673078000120-1-000030/2023;10673078000120-1-000030/2023-000001;00002/2023;00002;359764;ARMÁRIO ARQUIVO, REVESTIMENTO LAMINADO MELAMÍNICO, LARGURA 0,90 M, PROFUNDIDADE 0,40 M, ALTURA 1,60 M, MATERIAL MADEIRA MDF, MATERIAL BASE MADEIRA MDF, QUANTIDADE PORTAS 2, CARACTERÍSTICAS ADICIONAIS 4 SUPORTES PARA PASTAS SUSPENSAS;21306287000152;TECNO2000 INDUSTRIA E COMERCIO LTDA;1250.0;39.0;48750.0
10673078000120-1-000030/2023;10673078000120-1-000030/2023-000001;00002/2023;00003;458130;ARMÁRIO ESCRITÓRIO, MATERIAL MADEIRA MDP, QUANTIDADE PRATELEIRAS 5 UN, MATERIAL PRATELEIRAS MADEIRA MDP, REVESTIMENTO LAMINADO FENÓLICO MELAMÍNICO, LARGURA 800 MM, ALTURA 2,10 M, PROFUNDIDADE 500 MM, COR BEGE;21306287000152;TECNO2000 INDUSTRIA E COMERCIO LTDA;1490.0;123.0;183270.0
10673078000120-1-000030/2023;10673078000120-1-000030/2023-000001;00002/2023;00022;458129;ESCANINHO, MATERIAL MDP AGLOMERADO, TIPO GUARDA-VOLUME, QUANTIDADE PORTAS 8 UN , ALTURA 2,10 M, LARGURA 80 CM, PROFUNDIDADE 478 MM, CARACTERÍSTICAS ADICIONAIS CADA PORTA COM FECHADURA PRÓPRIA E DUAS CHAVES, COR BEGE, ACABAMENTO SUPERFICIAL LAMINADO MELAMÍNICO;21306287000152;TECNO2000 INDUSTRIA E COMERCIO LTDA;1700.0;33.0;56100.0
10673078000120-1-000030/2023;10673078000120-1-000030/2023-000008;00009/2023;00013;330735;CONJUNTO CADEIRAS ESPERA, MATERIAL ASSENTO E ENCOSTO POLIAMIDA COM FIBRA/ ESPUMA PROLIPROPILENO ALTA RE S, MATERIAL ESTRUTURA LONGARINA TUBO DE AÇO TIPO CARTOLA 30X50X1,20MM, QUANTIDADE ASSENTOS 3 UN, COR AZUL, APOIO BRAÇO COM BRAÇOS, MATERIAL REVESTIMENTO ASSENTO E ENCOSTO POLIPROPILENO INJETADO, CARACTERÍSTICAS ADICIONAIS ALTURA ASSENTO/ENCOSTO 0,45X0,82M/ALTURA 1,65M/PR O , ACABAMENTO SUPERFICIAL LONGARINA PINTURA EM EPÓXI, COMPONENTES ADICIONAIS BANCO COM COLUNA E PÉS, TIPO ESPALDAR MÉDIO;29209847000162;BELCHAIR COMERCIO DE MOVEIS LTDA;2100.0;41.0;86100.0
10673078000120-1-000030/2023;10673078000120-1-000030/2023-000004;00005/2023;00035;395453;FECHADURA BIOMETRICA, RECONHECIMENTO DE IMPRESSÕES DIGITAIS 50, ACIONAMENTO IMPRESSÃO DIGITAL, LEITURA DIGITAL, ALIMENTAÇÃO PILHAS E/OU BATERIAS, CARACTERÍSTICAS ADICIONAIS RESOLUÇÃO MÍNIMA 300 DPI, CHAVE EMERGÊNCIA, SISTEMA DE PROGRAMAÇÃO PERMITE EXCLUIR OU SUBSTITUIR IMPRESSÕES DIGITAIS;27619368000199;TOTUS PISOS E AZULEJOS LTDA;750.0;110.0;82500.0
10673078000120-1-000030/2023;10673078000120-1-000030/2023-000014;00015/2023;00010;486528;"POLTRONA, MATERIAL ESTRUTURA TUBO AÇO, MATERIAL ASSENTO E ENCOSTO ESPUMA INJETADA ALTA DENSIDADE, ACABAMENTO SUPERFICIAL ESTRUTURA PINTURA EM EPÓXI, MATERIAL REVESTIMENTO ASSENTO E ENCOSTO COURO ECOLÓGICO, TIPO FIXA, TIPO ESPALDAR MÉDIO, CARACTERÍSTICAS ADICIONAIS BASE EM ""S"" OU TRAPEZOIDAL E SEM BRAÇOS, COR ESTRUTURA PRETA";18493830000163;META X INDUSTRIA E COMERCIO LTDA;700.0;233.0;163100.0
10673078000120-1-000030/2023;10673078000120-1-000030/2023-000014;00015/2023;00011;486528;"POLTRONA, MATERIAL ESTRUTURA TUBO AÇO, MATERIAL ASSENTO E ENCOSTO ESPUMA INJETADA ALTA DENSIDADE, ACABAMENTO SUPERFICIAL ESTRUTURA PINTURA EM EPÓXI, MATERIAL REVESTIMENTO ASSENTO E ENCOSTO COURO ECOLÓGICO, TIPO FIXA, TIPO ESPALDAR MÉDIO, CARACTERÍSTICAS ADICIONAIS BASE EM ""S"" OU TRAPEZOIDAL E SEM BRAÇOS, COR ESTRUTURA PRETA";18493830000163;META X INDUSTRIA E COMERCIO LTDA;1600.0;93.0;148800.0
10673078000120-1-000030/2023;10673078000120-1-000030/2023-000014;00015/2023;00012;339849;CADEIRA COM BRAÇO, TIPO ASSENTO/ ENCOSTO GIRATÓRIA, MATERIAL ASSENTO/ENCOSTO ESPUMA INJETADA, QUANTIDADE DE PÉS 05 UN, CONFIGURAÇÃO PÉS TIPO SAPATA COM RODINHAS, TRATAMENTO SUPERFICIAL PÉS EM METALON PINTADOS NA COR PRETA, COR PRETA, MATERIAL REVESTIMENTO ASSENTO E ENCOSTO TECIDO 100% POLIÉSTER, CARACTERÍSTICAS ADICIONAIS REGULÁVEL;18493830000163;META X INDUSTRIA E COMERCIO LTDA;1300.0;145.0;188500.0
10673078000120-1-000030/2023;10673078000120-1-000030/2023-000014;00015/2023;00057;391878;CADEIRA ESCRITÓRIO, MATERIAL ESTRUTURA TUBO AÇO, MATERIAL REVESTIMENTO ASSENTO E ENCOSTO TECIDO, MATERIAL ENCOSTO ESPUMA INJETADA, MATERIAL ASSENTO ESPUMA INJETADA, TRATAMENTO SUPERFICIAL ESTRUTURA PINTADO, TIPO BASE GIRATÓRIA, TIPO ENCOSTO BAIXO, APOIO BRAÇO COM BRAÇOS REGULÁVEIS, COR PRETA, TIPO SISTEMA REGULAGEM VERTICAL A GÁS;18493830000163;META X INDUSTRIA E COMERCIO LTDA;268.0;215.0;57620.0
10673078000120-1-000030/2023;10673078000120-1-000030/2023-000016;00017/2023;00058;482537;LOUSA INTERATIVA, MATERIAL AÇO PORCELANIZADO, TAMANHO TELA 96 POL, TIPO ALIMENTAÇÃO USB, CARACTERÍSTICAS ADICIONAIS DIGITALIZAÇÃO INFRAVERMELHO, CANETAS PARA INTERAÇ Ã, TIPO TELA TOUCH SCREEN, SOFTWARE WINDOWS;20174368000183;18 GIGAS COMERCIO DE EQUIPAMENTOS LTDA;2750.0;23.0;63250.0
10673078000120-1-000030/2023;10673078000120-1-000030/2023-000006;00007/2023;00028;456808;TELA PROJEÇÃO, MATERIAL MATTE WITE, ALTURA 2 M, LARGURA 2 M, CARACTERÍSTICAS ADICIONAIS ACONDICIONADA EM ESTOJO METÁLICO;27176482000191;DOUGLAS CORDEIRO LTDA;639.0;126.0;80514.0
10673078000120-1-000030/2023;10673078000120-1-000030/2023-000011;00012/2023;00029;346754;SUPORTE FIXAÇÃO PROJETOR, MATERIAL AÇO CARBONO, TIPO UNIVERSAL, TRATAMENTO SUPERFICIAL ANTICORROSIVO, ACABAMENTO SUPERFICIAL PINTURA ELETROSTÁTICA A PÓ, COR BRANCA, CARACTERÍSTICAS ADICIONAIS AJUSTE INCL HORIZ/VERT 10°, TETO, HASTES MÓVEIS E, ALTURA 24 OU 39 CM, CARGA MÁXIMA 10 KG;65865065000145;TAHITI COMUNICACAO VISUAL COMERCIO IMPORTACAO E EXPORTACAO LTDA;109.0;101.0;11009.0
10673078000120-1-000030/2023;10673078000120-1-000030/2023-000002;00003/2023;00007;458687;MESA REUNIÃO RETANGULAR, MATERIAL MADEIRA AGLOMERADA MDP, COMPRIMENTO 1,40 M, LARGURA 600 MM, ALTURA 740 MM, COR CARVALHO MALVA, REVESTIMENTO LAMINADO MELAMÍNICO, TIPO BORDAS ARREDONDADAS, TIPO ESTRUTURA AÇO, MATERIAL BORDA LATERAL PVC, CARACTERÍSTICAS ADICIONAIS CALHA METÁLICA PARA FIAÇÃO. SAPATAS NIVELADORAS, ESPESSURA TAMPO 25 MM, COR ESTRUTURA PRETA, ACABAMENTO ESTRUTURA PINTADO;86729324000261;MILANFLEX INDUSTRIA E COMERCIO DE MOVEIS E EQUIPAMENTOS LTDA;648.0;46.0;29808.0
10673078000120-1-000030/2023;10673078000120-1-000030/2023-000002;00003/2023;00008;458687;MESA REUNIÃO RETANGULAR, MATERIAL MADEIRA AGLOMERADA MDP, COMPRIMENTO 1,40 M, LARGURA 600 MM, ALTURA 740 MM, COR CARVALHO MALVA, REVESTIMENTO LAMINADO MELAMÍNICO, TIPO BORDAS ARREDONDADAS, TIPO ESTRUTURA AÇO, MATERIAL BORDA LATERAL PVC, CARACTERÍSTICAS ADICIONAIS CALHA METÁLICA PARA FIAÇÃO. SAPATAS NIVELADORAS, ESPESSURA TAMPO 25 MM, COR ESTRUTURA PRETA, ACABAMENTO ESTRUTURA PINTADO;86729324000261;MILANFLEX INDUSTRIA E COMERCIO DE MOVEIS E EQUIPAMENTOS LTDA;698.4;64.0;44697.6
10673078000120-1-000030/2023;10673078000120-1-000030/2023-000002;00003/2023;00009;458687;MESA REUNIÃO RETANGULAR, MATERIAL MADEIRA AGLOMERADA MDP, COMPRIMENTO 1,40 M, LARGURA 600 MM, ALTURA 740 MM, COR CARVALHO MALVA, REVESTIMENTO LAMINADO MELAMÍNICO, TIPO BORDAS ARREDONDADAS, TIPO ESTRUTURA AÇO, MATERIAL BORDA LATERAL PVC, CARACTERÍSTICAS ADICIONAIS CALHA METÁLICA PARA FIAÇÃO. SAPATAS NIVELADORAS, ESPESSURA TAMPO 25 MM, COR ESTRUTURA PRETA, ACABAMENTO ESTRUTURA PINTADO;86729324000261;MILANFLEX INDUSTRIA E COMERCIO DE MOVEIS E EQUIPAMENTOS LTDA;703.2;15.0;10548.0
10673078000120-1-000030/2023;10673078000120-1-000030/2023-000003;00004/2023;00004;408930;MESA PROFESSOR, MATERIAL ESTRUTURA METÁLICA TUBULAR, FORMATO RETANGULAR, MATERIAL TAMPO AGLOMERADO DE MDP, ESPESSURA TAMPO 25 MM, REVESTIMENTO TAMPO LAMINADO MELAMINICO BAIXA PRESSÃO, DIMENSÕES 1200X640X740 MM, CARACTERÍSTICAS ADICIONAIS 4 PÉS/SAPATAS REGULÁVEIS/ENCABEÇAMENTO FITA POLIE S;32126893000102;FACILLITA SOLUCOES CORPORATIVAS LTDA;4590.0;33.0;151470.0
10673078000120-1-000030/2023;10673078000120-1-000030/2023-000015;00016/2023;00020;287945;CADEIRA, MATERIAL PLÁSTICO, COR BRANCA, CARACTERÍSTICAS ADICIONAIS EMPILHAVÉL, TIPO SEM BRAÇO;36804979000106;MARCONDES SERVICOS DE ESCRITORIO ADMINISTRATIVO E NEGOCIOS EMPRESARIAL LTDA;41.7;250.0;10425.0
10673078000120-1-000030/2023;10673078000120-1-000030/2023-000015;00016/2023;00030;458043;SUPORTE, MATERIAL AÇO GALVANIZADO, APLICAÇÃO SUPORTE BICICLETAS, CARACTERÍSTICAS ADICIONAIS FIXADO NO PISO, SUPORTE PARA 5 BICICLETAS, ALTURA 23 CM, LARGURA 96 CM, TIPO BICICLETÁRIO, COMPRIMENTO 100 CM, FORMATO HORIZONTAL;36804979000106;MARCONDES SERVICOS DE ESCRITORIO ADMINISTRATIVO E NEGOCIOS EMPRESARIAL LTDA;325.0;44.0;14300.0
10673078000120-1-000030/2023;10673078000120-1-000030/2023-000015;00016/2023;00047;436754;COLETOR LIXO, MATERIAL POLIETILENO ALTA DENSIDADE, CAPACIDADE 1.000 L, COR MARROM, TRATAMENTO SUPERFICIAL ANTI-CORROSIVO, DIÂMETRO RODA 200 MM, CARACTERÍSTICAS ADICIONAIS TAMPA BIPARTIDA, REFORÇO LATERAL, DIMENSÃO 1200 X 1070 X 1200 MM;36804979000106;MARCONDES SERVICOS DE ESCRITORIO ADMINISTRATIVO E NEGOCIOS EMPRESARIAL LTDA;2250.0;3.0;6750.0
10673078000120-1-000030/2023;10673078000120-1-000030/2023-000015;00016/2023;00062;354608;MESA PLÁSTICA, MATERIAL PLÁSTICO, FORMATO QUADRADO, COR BRANCA, COMPRIMENTO 70 CM, LARGURA 70 CM, ALTURA 72 CM;36804979000106;MARCONDES SERVICOS DE ESCRITORIO ADMINISTRATIVO E NEGOCIOS EMPRESARIAL LTDA;234.0;100.0;23400.0
10673078000120-1-000030/2023;10673078000120-1-000030/2023-000013;00014/2023;00032;471011;TELEVISOR, TAMANHO TELA 55 POL, VOLTAGEM BIVOLT V, CARACTERÍSTICAS ADICIONAIS SMART TV, 4 K, WIFI. ENTRADAS HDMI/USB, CONVERSOR, TIPO TELA LED, ACESSÓRIOS CONTROLE REMOTO/SLEEP TIME/VHF/UHF E TV A CABO;01590728000930;MICROTECNICA INFORMATICA LTDA;2236.56;11.0;24602.16
10673078000120-1-000030/2023;10673078000120-1-000030/2023-000013;00014/2023;00033;486188;TELEVISOR, TAMANHO TELA 75 POL, VOLTAGEM BIVOLT V, COR PRETO/PRATA, CARACTERÍSTICAS ADICIONAIS SMART TV, 4 K, WIFI. ENTRADAS HDMI/USB, CONVERSOR, TIPO TELA LED, ACESSÓRIOS CONTROLE REMOTO;01590728000930;MICROTECNICA INFORMATICA LTDA;5113.91;29.0;148303.39
10673078000120-1-000030/2023;10673078000120-1-000030/2023-000007;00008/2023;00015;266092;POLTRONA AUDITÓRIO DOBRÁVEL COM PRANCHETA, MATERIAL ENCOSTO MADEIRA COMPENSADA (15MM ESPESSURA), ESPUMA ALTA, MATERIAL ASSENTO MADEIRA COMPENSADA (15MM ESPESSURA), ESPUMA ALTA, REVESTIMENTO ENCOSTO TECIDO 100% POLIÉSTER, REVESTIMENTO ASSENTO TECIDO 100% POLIÉSTER, TIPO PRANCHETA ESCAMOTEÁVEL, CARACTERÍSTICAS ADICIONAIS ASSENTO FORMA DE CONCHA, CONTRA ENCOSTO REVESTIDO, LARGURA 457 (ENCOSTO) E 508 (ASSENTO) MM, PROFUNDIDADE 425 A 476 MM, ALTURA 457 MM, TIPO BASE FIXA, TAMANHO ESPALDAR MÉDIO, APOIO BRAÇO COM BRAÇO;00630985000139;INFORMOBILE INDUSTRIA E COMERCIO DE MOVEIS LTDA;1365.0;460.0;627900.0
10673078000120-1-000030/2023;10673078000120-1-000030/2023-000007;00008/2023;00016;266092;POLTRONA AUDITÓRIO DOBRÁVEL COM PRANCHETA, MATERIAL ENCOSTO MADEIRA COMPENSADA (15MM ESPESSURA), ESPUMA ALTA, MATERIAL ASSENTO MADEIRA COMPENSADA (15MM ESPESSURA), ESPUMA ALTA, REVESTIMENTO ENCOSTO TECIDO 100% POLIÉSTER, REVESTIMENTO ASSENTO TECIDO 100% POLIÉSTER, TIPO PRANCHETA ESCAMOTEÁVEL, CARACTERÍSTICAS ADICIONAIS ASSENTO FORMA DE CONCHA, CONTRA ENCOSTO REVESTIDO, LARGURA 457 (ENCOSTO) E 508 (ASSENTO) MM, PROFUNDIDADE 425 A 476 MM, ALTURA 457 MM, TIPO BASE FIXA, TAMANHO ESPALDAR MÉDIO, APOIO BRAÇO COM BRAÇO;00630985000139;INFORMOBILE INDUSTRIA E COMERCIO DE MOVEIS LTDA;2310.0;12.0;27720.0
10673078000120-1-000030/2023;10673078000120-1-000030/2023-000009;00010/2023;00014;436443;POLTRONA RECLINÁVEL, COMPONENTES ASSENTO,ENCOSTO,APOIO BRAÇOS E PÉS MADEIRA, CARACTERÍSTICAS ADICIONAIS TRêS POSIçõES SENTADO, LEITURA E DESCANSO, ACABAMENTO ESTOFADO COM ESPUMA NÃO DEFORMÁVEL EM CORVIN, DIMENSÕES LARG. 1,00M, PROF. 0,56M, COMP. 1,11M, ALT. 1,05M M, ESTRUTURA MADEIRA PINUS;44216818000111;CORTES COMERCIO E SERVICOS LTDA;1750.0;28.0;49000.0
10673078000120-1-000030/2023;10673078000120-1-000030/2023-000012;00013/2023;00048;350661;"ESTANTE RACK, TIPO DE PISO, PADRÃO 19"" X 40U X 570 MM, ESTRUTURA CHAPA AÇO, PORTA FRONTAL COM TRANCA, COR PRETA, CARACTERÍSTICAS ADICIONAIS DOIS PLANOS DE MONTAGEM SERVIDOR, BANDEJAS DUAS FIXAS DE 500MM, TIPO FIXAÇÃO ELEMENTOS DE FIXAÇÃO LIVRE, APLICAÇÃO REDE DE COMUNICAÇÃO DE DADOS, VENTILAÇÃO GAVETA COM DOIS VENTILADORES, ALTURA INTERNA 1.780 MM, ALTURA EXTERNA 1.915 MM";37490381000144;A.M. TELECOM E SUPRIMENTOS DE INFORMATICA LTDA;2050.0;5.0;10250.0
10673078000120-1-000030/2023;10673078000120-1-000030/2023-000017;00018/2023;00054;265467;BANQUETA, MATERIAL ESTRUTURA TUBO AÇO, TIPO ASSENTO FIXO, MATERIAL BASE ASSENTO MADEIRA COM ESPUMA, ACABAMENTO ESTRUTURA CROMADO, CARACTERÍSTICA ASSENTO CIRCULAR ACOLCHOADO, REVESTIMENTO ASSENTO COURO SINTÉTICO, COR ASSENTO PRETA, ALTURA 60 CM, DIÂMETRO ASSENTO 39,50 CM, CARACTERÍSTICAS ADICIONAIS ESTRUTURA TUBULAR E SAPATAS DE MADEIRA;17410769000180;VALNEIDES ARAUJO DA COSTA;317.0;30.0;9510.0
10673078000120-1-000030/2023;10673078000120-1-000030/2023-000017;00018/2023;00056;602653;BANQUETA, MATERIAL ESTRUTURA MADEIRA EUCALIPTO., TIPO ASSENTO ANATÔMICO TIPO CONCHA, MATERIAL BASE ASSENTO MADEIRA COM ESPUMA, ACABAMENTO ESTRUTURA NATURAL., REVESTIMENTO ASSENTO COURÍSSIMO, COR ASSENTO PRETA, ALTURA 98 CM, LARGURA 40 CM, CARACTERÍSTICAS ADICIONAIS APOIO PARA OS PÉS 30CM DO CHÃO, MATERIAL BASE ENCOSTO CHAPA MULTILAMINADA, ESPUMA D 28;17410769000180;VALNEIDES ARAUJO DA COSTA;173.0;27.0;4671.0
10673078000120-1-000030/2023;10673078000120-1-000030/2023-000005;00006/2023;00024;345657;QUADRO AVISOS, MATERIAL MADEIRA COM CORTIÇA, LARGURA 150 CM, MATERIAL MOLDURA ALUMÍNIO, CARACTERÍSTICAS ADICIONAIS FIXAÇÃO POR PERCEVEJO, ALTURA 120 CM, REVESTIMENTO FELTRO VERDE;04375274000116;G P COMERCIO E SERVICOS  LTDA;311.0;48.0;14928.0
10673078000120-1-000030/2023;10673078000120-1-000030/2023-000018;00019/2023;00025;443996;QUADRO BRANCO, MATERIAL LAMINADO MELAMÍNICO, ACABAMENTO SUPERFICIAL MOLDURA ALUMÍNIO ANODIZADO, FINALIDADE QUADRO AVISO/ APOIO A AULAS, LARGURA 120 CM, CARACTERÍSTICAS ADICIONAIS SUPORTE P/ APAGADOR E CALHA EM ALUMÍNIO ANODIZADO, MATERIAL MOLDURA ALUMÍNIO ANODIZADO, ALTURA 150 CM;43838684000108;WHITE BOARD IMPORT COMERCIO E SERVICOS LTDA;300.0;6.0;1800.0
10673078000120-1-000030/2023;10673078000120-1-000030/2023-000018;00019/2023;00026;357512;QUADRO BRANCO, MATERIAL LAMINADO MELAMÍNICO, ACABAMENTO SUPERFICIAL MOLDURA ANODIZADO FOSCO, COR MOLDURA NATURAL, FINALIDADE AVISO E INFORMAÇÃO, COMPRIMENTO 120 CM, MATERIAL MOLDURA ALUMÍNIO, ALTURA 90 CM;43838684000108;WHITE BOARD IMPORT COMERCIO E SERVICOS LTDA;166.0;17.0;2822.0
10673078000120-1-000030/2023;10673078000120-1-000030/2023-000018;00019/2023;00027;439256;QUADRO BRANCO, MATERIAL VIDRO TEMPERADO, ACABAMENTO SUPERFICIAL MOLDURA TEMPERADO, COR MOLDURA BRANCO, COMPRIMENTO 200 CM, CARACTERÍSTICAS ADICIONAIS SUPORTE PARA APAGADOR E CANETAS, TIPO FIXAÇÃO ACESSÓRIOS PARA INSTALAÇÃO, MATERIAL MOLDURA PELÍCULA DE PROTEÇÃO DO VIDRO, ALTURA 120 CM;43838684000108;WHITE BOARD IMPORT COMERCIO E SERVICOS LTDA;890.0;109.0;97010.0
10673078000120-1-000030/2023;10673078000120-1-000030/2023-000018;00019/2023;00049;248290;QUADRO BRANCO, MATERIAL FÓRMICA BRANCA BRILHANTE, LARGURA 120 CM, COMPRIMENTO 490 CM, CARACTERÍSTICAS ADICIONAIS EMENDA CENTRAL FÓRMICA RETICULADA HORIZONTAL E, MATERIAL MOLDURA ALUMÍNIO ANODIZADO, COMPONENTES ADICIONAIS MOLDURA, SUPORTE P/ APAGADOR- PINCÉIS DE ALUMÍNIO;43838684000108;WHITE BOARD IMPORT COMERCIO E SERVICOS LTDA;798.99;10.0;7989.9
10673078000120-1-000030/2023;10673078000120-1-000030/2023-000018;00019/2023;00050;319257;QUADRO BRANCO, MATERIAL LAMINADO MELAMÍNICO, LARGURA 3,00 M, CARACTERÍSTICAS ADICIONAIS CALHA PINCEL/APAGADOR, MATERIAL MOLDURA ALUMÍNIO, ALTURA 1,20 M;43838684000108;WHITE BOARD IMPORT COMERCIO E SERVICOS LTDA;1800.0;3.0;5400.0
10673078000120-1-000030/2023;10673078000120-1-000030/2023-000018;00019/2023;00060;482646;QUADRO BRANCO, MATERIAL FÓRMICA BRANCA, ACABAMENTO SUPERFICIAL MOLDURA ALUMÍNIO, COR MOLDURA NATURAL, FINALIDADE LANÇAMENTO INFORMAÇÕES, LARGURA 120 CM, COMPRIMENTO 200 CM, CARACTERÍSTICAS ADICIONAIS MAGNÉTICO, TIPO FIXAÇÃO PAREDE, MATERIAL MOLDURA ALUMÍNIO;43838684000108;WHITE BOARD IMPORT COMERCIO E SERVICOS LTDA;290.0;18.0;5220.0
10673078000120-1-000030/2023;10673078000120-1-000030/2023-000018;00019/2023;00061;257160;QUADRO BRANCO, MATERIAL FÓRMICA, ACABAMENTO SUPERFICIAL MOLDURA ALUMÍNIO, COR MOLDURA NATURAL, FINALIDADE QUADRO AVISO/ APOIO A AULAS, LARGURA 120 CM, COMPRIMENTO 300 CM, CARACTERÍSTICAS ADICIONAIS MAGNÉTICO, TIPO FIXAÇÃO PAREDE, MATERIAL MOLDURA ALUMÍNIO, MATERIAL BORDA ALUMÍNIO;43838684000108;WHITE BOARD IMPORT COMERCIO E SERVICOS LTDA;420.0;2.0;840.0
10673078000120-1-000047/2023;10673078000120-1-000047/2023-000001;00001/2023;00001;3719;Prestação de Serviços de Agenciamento de Viagens (Taxa de Agenciamento);26722189000110;CERRADO VIAGENS LTDA;0.01;11515.0;115.15
10673078000120-1-000047/2023;10673078000120-1-000047/2023-000001;00001/2023;00002;3719;Prestação de Serviços de Agenciamento de Viagens- Repasse de seguro de viagem;26722189000110;CERRADO VIAGENS LTDA;0.01;1241.0;12.41
10673078000120-1-000047/2023;10673078000120-1-000047/2023-000001;00001/2023;00003;3719;Agenciamento de Viagens- Repasse - emissão de passagens aéreas Internacionais;26722189000110;CERRADO VIAGENS LTDA;1866.73;1241.0;2316611.93
10673078000120-1-000047/2023;10673078000120-1-000047/2023-000001;00001/2023;00004;3719;Prestação de Serviços de Agenciamento de Viagens- emissão de passagens aéreas nacionais;26722189000110;CERRADO VIAGENS LTDA;1326.5;7256.0;9625084.0
10673078000120-1-000047/2023;10673078000120-1-000047/2023-000001;00001/2023;00005;3719;Prestação de Serviços de Agenciamento de Viagens- Emissão de passagens Rodoviá rias;26722189000110;CERRADO VIAGENS LTDA;251.99;1663.0;419059.37
10673078000120-1-000052/2023;10673078000120-1-000052/2023-000001;00020/2023;00001;14044;Serviço, sob demanda, de capina, roçagem de vegetação e gramado em solo natura l, estacionamentos, pavers, meios-fios e calçamentos nas  áreas interna e exte rna da edificação do campus. IFMS CAMPUS COXIM;14509513000137;REZENDE E CARVALHO LTDA;0.37;315855.0;116866.35
10673078000120-1-000052/2023;10673078000120-1-000052/2023-000001;00020/2023;00002;15130;Serviço, sob demanda, de poda de árvores e arbustos de pequeno porte, até 5 me tros, localizados nas áreas interna e externa da edificação do campus. IFMS CA MPUS COXIM;14509513000137;REZENDE E CARVALHO LTDA;80.0;60.0;4800.0
